index,page_url,saved_html,saved_pdf,title,doi,abstract,journal,publication_date,pdf_url,authors,paragraph_count,word_count_est,crossref_query,crossref_publisher,crossref_container_title,crossref_score,crossref_abstract,error
11,https://doi.org/10.1111/j.1365-246x.1980.tb04862.x,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_060338e500.html,,Just a moment...,,,,,,[],0,0,lightning remanent magnetization,Oxford University Press (OUP),Geophysical Journal International,27.979717,,
12,https://doi.org/10.1038/s41598-019-41265-3,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Effects_of_Lightning_on_the_Magnetic_Properties_of_Volcanic_Ash_11f4099d5a.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Effects_of_Lightning_on_the_Magnetic_Properties_of_Volcanic_Ash_11f4099d5a.pdf,Effects of Lightning on the Magnetic Properties of Volcanic Ash,10.1038/s41598-019-41265-3,"High-current impulse experiments were performed on volcanic ash samples to determine the magnetic effects that may result from the occurrence of volcanic lightning during explosive eruptions. Pseudo-ash was manufactured through milling and sieving of eruptive deposits with different bulk compositions and mineral contents. By comparing pre- and post-experimental samples, it was found that the saturation (i.e., maximum possible) magnetization increased, and coercivity (i.e., ability to withstand demagnetization) decreased. The increase in saturation magnetization was greater for compositionally evolved samples compared to more primitive samples subjected to equivalent currents. Changes in remanent (i.e., residual) magnetization do not correlate with composition, and show wide variability. Variations in magnetic properties were generally more significant when samples were subjected to higher peak currents as higher currents affect a greater proportion of the subjected sample. The electrons introduced by the current impulse cause reduction and devolatilization of the ash grains, changing their structural, mineralogical, and magnetic properties.",Scientific Reports,,https://www.nature.com/articles/s41598-019-41265-3.pdf,"[""Genareau, Kimberly"", ""Hong, Yang-Ki"", ""Lee, Woncheol"", ""Choi, Minyeong"", ""Rostaghi-Chalaki, Mojtaba"", ""Gharghabi, Pedram"", ""Gafford, James"", ""Klüss, Joni""]",167,158,lightning magnetic properties volcanic ash,Springer Science and Business Media LLC,Scientific Reports,32.515694,"Abstract High-current impulse experiments were performed on volcanic ash samples to determine the magnetic effects that may result from the occurrence of volcanic lightning during explosive eruptions. Pseudo-ash was manufactured through milling and sieving of eruptive deposits with different bulk compositions and mineral contents. By comparing pre- and post-experimental samples, it was found that the saturation (i.e., maximum possible) magnetization increased, and coercivity (i.e., ability to withstand demagnetization) decreased. The increase in saturation magnetization was greater for compositionally evolved samples compared to more primitive samples subjected to equivalent currents. Changes in remanent (i.e., residual) magnetization do not correlate with composition, and show wide variability. Variations in magnetic properties were generally more significant when samples were subjected to higher peak currents as higher currents affect a greater proportion of the subjected sample. The electrons introduced by the current impulse cause reduction and devolatilization of the ash grains, changing their structural, mineralogical, and magnetic properties.",
13,https://doi.org/10.32858/temblor.088,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Volcanic_lightning_helps_aviators_avoid_hazardous_ash_Temblor_net_0ba0c2a3c1.html,,Volcanic lightning helps aviators avoid hazardous ash - Temblor.net,,,,,,[],47,0,lightning magnetic properties volcanic ash,Temblor,Temblor,30.194649,,
14,https://doi.org/10.1126/science.aab0276,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Just_a_moment_1a5f0255f1.html,,Just a moment...,,,,,,[],0,0,lightning magnetic properties volcanic ash,American Association for the Advancement of Science (AAAS),Science,29.35265,,
15,https://doi.org/10.5194/egusphere-egu2020-8328,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Prebiotic_synthesis_in_volcanic_discharges_lightning_porous_ash_and_volcanic_gas_atmospheres_91754090dd.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Prebiotic_synthesis_in_volcanic_discharges_lightning_porous_ash_and_volcanic_gas_atmospheres_91754090dd.pdf,"Prebiotic synthesis in volcanic discharges: lightning, porous ash and volcanic gas atmospheres",https://doi.org/10.5194/egusphere-egu2020-8328,,,2020-03-09,https://egu2020.eu/EGU2019-survey-results.pdf,"[""Christina Springsklee"", ""Thomas Steiner"", ""Thomas Geisberger"", ""Bettina Scheu"", ""Claudia Huber"", ""Wolfgang Eisenreich"", ""Corrado Cimarelli"", ""Donald Bruce Dingwell""]",9,0,lightning magnetic properties volcanic ash,Copernicus GmbH,,28.165789,"&amp;lt;p&amp;gt;The emergence of the first organic molecules as a fundamental step in the prebiotic assembly of life remains enigmatic. Lightning has been considered as a potential energy source for the synthesis for first organic molecules. The iconic abiotic synthesis experiments: the discharge experiments performed in 1953 by Miller and Urey [1] under simulated reducing atmosphere conditions were conducted in the absence of any geomaterial substrate. Further, new views about the composition of the Early Earth&amp;amp;#8217;s atmosphere have been developed which require a revisiting of the Miller experiment.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Volcanic lightning associated with volcanism provides a possible energy source, a variety of different volcanic gases and possible catalysts to synthesize a variety of primitive organic molecules. Volcanic ash particles are known for their porosity, high surface area and significant surface reactivity. Volcanic plumes themselves provide a high variety of volcanic gases including, but not limited to reducing ones, and therefore may enlarge the spectrum for possibly available gas compositions in the Early Earth atmosphere.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;Recent laboratory studies have successfully recreated near-vent volcanic lightning under laboratory conditions [2,3]. We will present first insights from volcanic discharge experiments under different atmospheric compositions, varying in CO&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp;gt;, and N&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp;gt; composition to mimic some first Early Earth conditions. Special focus is given to the role of ash particles as a catalyst and container as well as the influence of gas composition on the yield of organic compounds.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;&amp;amp;#160;&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;[1] Miller, S.L. (1953). A production of amino acids under possible primitive earth conditions. Science, 117, 528-529. &amp;amp;#160;&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;[2] Cimarelli, C., Alatorre-Ibarg&amp;amp;#252;engoitia, M.A., Kueppers, U., Scheu, B. and Dingwell, D.B. (2014). Experimental generation of volcanic lightening. Geology, 42, 79-82.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;[3] Gaudin, D. and Cimarelli, C. (2019). The electrification of volcanic jets and controlling parameters: A laboratory study. EPSL, 513, 69-80.&amp;lt;/p&amp;gt;&amp;lt;p&amp;gt;&amp;amp;#160;&amp;lt;/p&amp;gt;",
16,https://doi.org/10.1016/s0166-2481(08)70264-2,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_e61a3a118c.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Developments in Soil Science,26.646715,,
17,https://doi.org/10.1016/s0166-2481(08)70263-0,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_479cf59add.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Developments in Soil Science,26.561123,,
18,https://doi.org/10.1016/s0166-2481(08)70265-4,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_dc9c89d0f9.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Developments in Soil Science,26.502424,,
19,https://doi.org/10.1016/s0166-2481(08)70266-6,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_73efd69eee.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Developments in Soil Science,26.350224,,
20,https://doi.org/10.1016/s0166-2481(08)70268-x,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_3a3bb65fb7.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Developments in Soil Science,26.28082,,
21,https://doi.org/10.1016/s0166-2481(08)70267-8,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_d4c7d6a101.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Developments in Soil Science,26.24975,,
22,https://doi.org/10.1016/s0166-2481(08)70269-1,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_dbd1554ec6.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Developments in Soil Science,26.095194,,
23,https://doi.org/10.5038/volcanic_lightning_home,,,Volcanic Lightning Research Data Collection,10.5038/volcanic_lightning_home,,,,,,,,,,,,,"Failed to perform, curl: (28) Failed to connect to digital.lib.usf.edu port 443 after 21042 ms: Could not connect to server. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
24,https://doi.org/10.1016/s0166-2481(08)70262-9,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_cfe6f94b60.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Developments in Soil Science,25.850086,,
25,https://doi.org/10.1016/s0166-2481(08)x7013-8,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_a585b8f4fc.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Developments in Soil Science,25.513542,,
26,https://doi.org/10.1016/b978-0-08-100405-0.00017-3,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_f56dd495e3.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Volcanic Ash,25.375912,,
27,https://doi.org/10.1016/b978-0-08-100405-0.00015-x,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Redirecting_176ca374b9.html,,Redirecting,,,,,,[],0,0,lightning magnetic properties volcanic ash,Elsevier,Volcanic Ash,25.34745,,
28,https://doi.org/10.5194/gi-3-135-2014,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Protection_against_lightning_at_a_geomagnetic_observatory_7d1d935f03.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Protection_against_lightning_at_a_geomagnetic_observatory_7d1d935f03.pdf,Protection against lightning at a geomagnetic observatory,https://doi.org/10.5194/gi-3-135-2014,"Abstract. The Sinji Vrh Geomagnetic Observatory was built on the brow of Gora, the mountain above Ajdovščina, which is a part of Trnovo plateau, and all over Europe one can hardly find an area which is more often struck by lightning than this southwestern part of Slovenia. When the humid air masses of a storm front hit the edge of Gora, they rise up more than 1000 m in a very short time, and this causes an additional electrical charge of stormy clouds. The reliability of operations performed in every section of the observatory could be increased by understanding the formation of lightning in a thunderstorm cloud and the application of already-proven methods of protection against a stroke of lightning and against its secondary effects. To reach this goal the following groups of experts have to cooperate: experts in the field of protection against lightning, constructors and manufacturers of equipment and observatory managers.","Geoscientific Instrumentation, Methods and Data Systems",2014/08/27,https://gi.copernicus.org/articles/3/135/2014/gi-3-135-2014.pdf,"[""Čop, R."", ""Milev, G."", ""Deželjin, D."", ""Kosmač, J.""]",5,154,geomagnetic anomaly lightning observatory,Copernicus GmbH,"Geoscientific Instrumentation, Methods and Data Systems",26.802856,"Abstract. The Sinji Vrh Geomagnetic Observatory was built on the brow of Gora, the mountain above Ajdovščina, which is a part of Trnovo plateau, and all over Europe one can hardly find an area which is more often struck by lightning than this southwestern part of Slovenia. When the humid air masses of a storm front hit the edge of Gora, they rise up more than 1000 m in a very short time, and this causes an additional electrical charge of stormy clouds. The reliability of operations performed in every section of the observatory could be increased by understanding the formation of lightning in a thunderstorm cloud and the application of already-proven methods of protection against a stroke of lightning and against its secondary effects. To reach this goal the following groups of experts have to cooperate: experts in the field of protection against lightning, constructors and manufacturers of equipment and observatory managers.",
29,https://doi.org/10.5194/gid-4-213-2014,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Protection_against_lightning_at_a_geomagnetic_observatory_5a72ee3ccf.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\Protection_against_lightning_at_a_geomagnetic_observatory_5a72ee3ccf.pdf,Protection against lightning at a geomagnetic observatory,https://doi.org/10.5194/gi-3-135-2014,"Abstract. The Sinji Vrh Geomagnetic Observatory was built on the brow of Gora, the mountain above Ajdovščina, which is a part of Trnovo plateau, and all over Europe one can hardly find an area which is more often struck by lightning than this southwestern part of Slovenia. When the humid air masses of a storm front hit the edge of Gora, they rise up more than 1000 m in a very short time, and this causes an additional electrical charge of stormy clouds. The reliability of operations performed in every section of the observatory could be increased by understanding the formation of lightning in a thunderstorm cloud and the application of already-proven methods of protection against a stroke of lightning and against its secondary effects. To reach this goal the following groups of experts have to cooperate: experts in the field of protection against lightning, constructors and manufacturers of equipment and observatory managers.","Geoscientific Instrumentation, Methods and Data Systems",2014/08/27,https://gi.copernicus.org/articles/3/135/2014/gi-3-135-2014.pdf,"[""Čop, R."", ""Milev, G."", ""Deželjin, D."", ""Kosmač, J.""]",4,154,geomagnetic anomaly lightning observatory,Copernicus GmbH,,33.43277,"Abstract. The Sinji Vrh Geomagnetic Observatory was built on the brow of the mountain Gora, above Ajdovščina, and all over Europe one may hardly find an area which is more often struck by lightning than this south-western part of Slovenia. When the humid air masses of a storm front hit the edge of Gora, they rise up more than 1000 m in a very short time, and this causes the additional electrical charge of stormy clouds. The reliability of operations performed in the every building of observatory could be increased by understanding the formation of lightning in the thunderstorm cloud, the application of already proven methods of protection against a strike of lightning and against its secondary effects. To reach this goal the following groups of experts have to co-operate: the experts in the field of protection against lightening phenomenon, the constructors and manufacturers of equipment and the observatory managers.",
30,https://doi.org/10.1186/bf03352687,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\A_geomagnetic_total_intensity_anomaly_originated_from_lightning_induced_isothermal_remanent_magnetization_case_of_the_Ya_73c6de2340.html,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_pdf\A_geomagnetic_total_intensity_anomaly_originated_from_lightning_induced_isothermal_remanent_magnetization_case_of_the_Ya_73c6de2340.pdf,"A geomagnetic total intensity anomaly originated from lightning-induced isothermal remanent magnetization: case of the Yatsugatake Magnetic Observatory, central Japan",10.1186/BF03352687,"Magnetic total intensity anomaly maps of the Yatsugatake Magnetic Observatory, central Japan, in 1975, 1982 and 2005 are examined. The magnetic environment","Earth, Planets and Space",2007/03,https://link.springer.com/content/pdf/10.1186/BF03352687.pdf,"[""Shimizu, Hisayoshi"", ""Koyama, Takao"", ""Koyama, Shigeru"", ""Utada, Hisashi""]",55,22,geomagnetic anomaly lightning observatory,Springer Science and Business Media LLC,"Earth, Planets and Space",30.9717,"Abstract Magnetic total intensity anomaly maps of the Yatsugatake Magnetic Observatory, central Japan, in 1975, 1982 and 2005 are examined. The magnetic environment seems to be stable during this period except for the appearance of an anomalous thin patch-pair in the middle part of the observatory sometime between 1975 and 1982. The peak-to-peak amplitude of the patch-pair is about 80 nT at 2 m above ground level. The magnetization induced by the horizontal electric current in the ground due to the lightning which hit the observatory area in July 1981 is a probable cause for the patch-pair. Modeling confirmed that the characteristics of the patch-pair are well reproduced by model magnetizations that represent lightning-induced isothermal remanent magnetization acquired from horizontal lightning electric current in the ground. The required maximum magnetization to explain the peak-to-peak amplitude of the patch-pair is estimated to be in the range of 10 to 40 A/m.",
31,https://doi.org/10.2205/kli2011,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Geomagnetic_data_recorded_at_Geomagnetic_Observatory_Klimovskaya_IAGA_code_KLI_Earth_Science_DataBase_ESDB_project_3f6b9189e3.html,,Geomagnetic data recorded at Geomagnetic Observatory Klimovskaya (IAGA code: KLI) - Earth Science DataBase - ESDB project,,Geomagnetic Observatory Klimovskaya (IAGA code: KLI),,,,[],7,6,geomagnetic anomaly lightning observatory,Geophysical Center RAS,,27.56395,,
32,https://doi.org/10.2205/mhv2023,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Geomagnetic_data_recorded_at_Geomagnetic_Observatory_Mikhnevo_IAGA_code_MHV_Earth_Science_DataBase_ESDB_project_f26c60d1e6.html,,Geomagnetic data recorded at Geomagnetic Observatory Mikhnevo (IAGA code: MHV) - Earth Science DataBase - ESDB project,,"Mikhnevo (MHV) geomagnetic database A. Soloviev1,2,&nbsp;R. Krasnoperov1,&nbsp;D. Kudin1, A. Grudnev1,2, S. Turuntaev3, I. Ryakhovsky3 1Geophysical Center RAS, Moscow, Russia; 2Schmidt Institute of Physics of the Earth, RAS, Moscow,",,,,[],11,34,geomagnetic anomaly lightning observatory,Geophysical Center RAS,,27.479996,,
33,https://doi.org/10.2205/glk2020,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Geomagnetic_data_recorded_at_Geomagnetic_Observatory_Gyulagarak_IAGA_code_GLK_Earth_Science_DataBase_ESDB_project_2ac1a442a7.html,,Geomagnetic data recorded at Geomagnetic Observatory Gyulagarak (IAGA code: GLK) - Earth Science DataBase - ESDB project,,"GLK geomagnetic database A. Soloviev1,2, B. Dzeboev1, J. Karapetyan1,3, A. Grudnev1, D. Kudin1, R. Sidorov1, M. Nisilevich1, R. Krasnoperov1 1Geophysical Center RAS, Moscow, Russia; 2Schmidt Institute of Physics of the Earth, Russian Academy of",,,,[],12,36,geomagnetic anomaly lightning observatory,Geophysical Center RAS,,27.35381,,
34,https://doi.org/10.2205/spg2020,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\2020_definitive_data_from_geomagnetic_observatory_Saint_Petersburg_IAGA_code_SPG_minute_values_of_X_Y_Z_components_and_t_8af18f272f.html,,"2020 definitive data from geomagnetic observatory Saint Petersburg (IAGA code: SPG): minute values of X, Y, Z components and total intensity F of the Earth's magnetic field - Earth Science DataBase - ESDB project",,"A. Soloviev1,2, Y. Kopytenko3, A. Kotikov1,3, D. Kudin1,4, R. Sidorov1, M. Matveev1,51Geophysical Center RAS, Moscow, Russia;2Schmidt Institute of Physics of the Earth, Russian Academy of Sciences, Moscow, Russia;3Pushkov Institute of Terrestrial",,,,[],12,37,geomagnetic anomaly lightning observatory,Geophysical Center RAS,,27.23689,,
35,https://doi.org/10.2205/spg2012,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Geomagnetic_data_recorded_at_Geomagnetic_Observatory_Saint_Petersburg_IAGA_code_SPG_Earth_Science_DataBase_ESDB_project_ba1ba8d4bb.html,,Geomagnetic data recorded at Geomagnetic Observatory Saint Petersburg (IAGA code: SPG) - Earth Science DataBase - ESDB project,,Geomagnetic Observatory Saint Petersburg (IAGA code: SPG),,,,[],7,7,geomagnetic anomaly lightning observatory,Geophysical Center RAS,,27.164349,,
36,https://doi.org/10.29327/1737054.20-3,,,"Geomagnetic Observations at Kandilli Observatory, Türkiye",10.29327/1737054.20-3,,,,,,,,,,,,,"Failed to perform, curl: (60) SSL certificate problem: unable to get local issuer certificate. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
37,https://doi.org/10.2205/spg2017,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\Analytical_Geomagnetic_Data_Center_Data_Products_Download_60d8825063.html,,Analytical Geomagnetic Data Center - Data Products - Download,,Interactive access to the data from the geomagnetic observatories in Russia and the near abroad. Automated system of data quality control.,,,,[],1,21,geomagnetic anomaly lightning observatory,Geophysical Center RAS,,27.0106,,
38,https://doi.org/10.29327/1737054.20-2,,,Trelew (TRW) Geomagnetic Observatory – History and Evolution,10.29327/1737054.20-2,,,,,,,,,,,,,"Failed to perform, curl: (60) SSL certificate problem: unable to get local issuer certificate. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
39,https://doi.org/10.29327/1737054.20-26,,,Stability Study of the Villa Remedios Geomagnetic Observatory (VRE),10.29327/1737054.20-26,,,,,,,,,,,,,"Failed to perform, curl: (60) SSL certificate problem: unable to get local issuer certificate. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
40,https://doi.org/10.32008/geolinks2019/b1/v1/01,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\papers_html\geolinks_info_3a63215722.html,,geolinks.info,,,,,,[],0,0,geomagnetic anomaly lightning observatory,SAIMA CONSULT LTD,GEOLINKS 2019 Conference Proceedings,26.383823,,
41,https://doi.org/10.29327/1737054.20-5,,,The Geomagnetic Prospecting Campaign to Install the First Magnetic Observatory of Honduras,10.29327/1737054.20-5,,,,,,,,,,,,,"Failed to perform, curl: (60) SSL certificate problem: unable to get local issuer certificate. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
42,https://doi.org/10.29327/1737054.20-36,,,Evaluation of Activity Indices by Weighted Value at Teoloyucan Geomagnetic Observatory,10.29327/1737054.20-36,,,,,,,,,,,,,"Failed to perform, curl: (60) SSL certificate problem: unable to get local issuer certificate. See https://curl.se/libcurl/c/libcurl-errors.html first for more details."
