tag,prec_no,block_no,year,month,day,date,pressure_local_hpa,pressure_sea_level_hpa,pressure_extra_hpa,pressure_extra_time,precip_total_mm,precip_1h_max_mm,precip_1h_max_time,precip_10m_max_mm,precip_10m_max_time,temp_mean_c,temp_max_c,temp_max_time,temp_min_c,temp_min_time,vapor_pressure_hpa,humidity_mean_pct,humidity_min_pct,humidity_min_time,page_url,saved_html
jma_0402_48,48,0402,2024,1,11,2024-01-11,,,,,0.0,0.0,24:00,0.0,24:00,-1.8,5.9,15:22,-5.6,23:53,3.9,75.0,35.0,15:26,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,12,2024-01-12,,,,,0.0,0.0,24:00,0.0,24:00,-0.3,9.0,13:34,-8.3,07:08,4.4,73.0,37.0,12:37,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,13,2024-01-13,,,,,1.0,0.5,18:32,0.5,17:42,-0.5,4.2,10:13,-4.0,23:25,5.4,90.0,68.0,13:23,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,14,2024-01-14,,,,,0.0,0.0,24:00,0.0,24:00,-0.9,6.0,15:32,-7.6,07:25,3.9,71.0,34.0,22:26,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,15,2024-01-15,,,,,0.0,0.0,24:00,0.0,24:00,1.1,6.3,01:52,-2.6,23:47,4.4,67.0,43.0,01:52,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,16,2024-01-16,,,,,0.0,0.0,24:00,0.0,24:00,-1.9,2.4,14:55,-4.1,07:22,3.7,71.0,49.0,15:20,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,17,2024-01-17,,,,,0.0,0.0,24:00,0.0,24:00,0.4,9.4,14:59,-5.2,07:30,3.8,63.0,31.0,15:21,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,18,2024-01-18,,,,,0.0,0.0,24:00,0.0,24:00,2.0,10.2,12:32,-3.7,03:22,5.6,79.0,38.0,12:33,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,19,2024-01-19,,,,,0.0,0.0,24:00,0.0,24:00,4.5,8.9,12:42,2.5,23:58,6.8,81.0,59.0,14:50,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,20,2024-01-20,,,,,8.5,2.5,23:51,0.5,23:55,2.4,4.0,11:44,1.6,07:42,6.7,92.0,80.0,11:50,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,21,2024-01-21,,,,,8.0,2.5,09:46,1.0,08:56,5.4,7.5,15:43,1.6,00:02,8.7,96.0,86.0,07:18,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,22,2024-01-22,,,,,0.5,0.5,19:42,0.5,18:52,6.1,12.3,12:31,2.2,23:58,7.9,85.0,53.0,13:09,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,23,2024-01-23,,,,,0.0,0.0,24:00,0.0,24:00,2.4,8.3,13:54,-1.6,22:14,5.4,77.0,38.0,14:10,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,24,2024-01-24,,,,,1.0,1.0,03:04,0.5,02:31,-2.7,0.8,13:11,-5.6,23:51,3.5,71.0,46.0,01:02,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,25,2024-01-25,,,,,0.0,0.0,24:00,0.0,24:00,-1.9,2.2,14:41,-6.1,01:52,3.2,61.0,35.0,14:45,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,26,2024-01-26,,,,,0.0,0.0,24:00,0.0,24:00,-0.7,6.1,14:08,-5.6,04:51,3.6,65.0,35.0,14:10,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,27,2024-01-27,,,,,0.0,0.0,24:00,0.0,24:00,0.3,7.2,14:40,-4.2,06:24,3.9,65.0,34.0,13:31,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,28,2024-01-28,,,,,0.0,0.0,24:00,0.0,24:00,-0.7,4.9,14:05,-6.3,07:03,4.4,76.0,48.0,14:07,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,29,2024-01-29,,,,,0.0,0.0,24:00,0.0,24:00,0.5,8.3,14:00,-5.4,07:22,4.3,70.0,35.0,14:46,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,30,2024-01-30,,,,,0.0,0.0,24:00,0.0,24:00,0.9,10.0,14:04,-5.9,07:07,4.1,67.0,32.0,14:41,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,1,31,2024-01-31,,,,,0.0,0.0,24:00,0.0,24:00,2.1,11.1,15:25,-5.0,07:45,4.8,69.0,34.0,14:33,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=01&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_01_30be6699d4.html
jma_0402_48,48,0402,2024,2,1,2024-02-01,,,,,1.0,1.0,03:35,0.5,02:56,2.2,8.3,10:58,-2.5,23:38,5.3,73.0,51.0,15:49,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,2,2024-02-02,,,,,0.0,0.0,24:00,0.0,24:00,-0.7,4.6,14:43,-3.6,04:35,3.6,64.0,43.0,14:36,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,3,2024-02-03,,,,,0.0,0.0,24:00,0.0,24:00,0.6,6.3,14:28,-2.7,06:23,4.3,69.0,43.0,14:29,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,4,2024-02-04,,,,,0.0,0.0,24:00,0.0,24:00,1.3,6.4,14:03,-1.4,24:00,4.7,70.0,49.0,14:29,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,5,2024-02-05,,,,,34.0,6.0,18:58,1.5,18:18,-1.2,0.4,10:07,-2.6,03:04,5.1,92.0,72.0,10:08,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,6,2024-02-06,,,,,0.0,0.5,00:03,0.0,24:00,0.2,3.8,14:21,-3.1,24:00,5.6,90.0,71.0,13:50,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,7,2024-02-07,,,,,0.0,0.0,24:00,0.0,24:00,-1.3,6.2,13:22,-6.5,06:44,4.6,84.0,51.0,14:55,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,8,2024-02-08,,,,,0.0,0.0,24:00,0.0,24:00,0.0,5.5,15:29,-3.6,06:10,4.5,75.0,45.0,14:17,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,9,2024-02-09,,,,,0.0,0.0,24:00,0.0,24:00,0.3,5.9,14:50,-3.3,03:58,4.7,77.0,46.0,13:37,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,10,2024-02-10,,,,,0.0,0.0,24:00,0.0,24:00,0.5,8.6,14:33,-5.2,03:33,4.7,77.0,41.0,14:36,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,11,2024-02-11,,,,,0.0,0.0,24:00,0.0,24:00,1.4,7.1,14:02,-2.4,23:26,4.9,74.0,38.0,13:39,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,12,2024-02-12,,,,,0.0,0.0,24:00,0.0,24:00,0.8,7.5,15:08,-3.6,06:53,4.7,74.0,36.0,15:59,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,13,2024-02-13,,,,,0.0,0.0,24:00,0.0,24:00,2.6,15.3,14:57,-6.1,06:12,4.4,65.0,21.0,14:59,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,14,2024-02-14,,,,,0.0,0.0,24:00,0.0,24:00,4.4,15.2,13:48,-3.7,06:51,5.0,64.0,29.0,15:04,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,15,2024-02-15,,,,,3.5,3.0,23:51,1.5,23:08,8.4,17.0,13:23,-0.9,05:52,8.3,74.0,48.0,11:52,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,16,2024-02-16,,,,,0.0,2.0,00:02,0.0,24:00,2.6,11.5,00:26,-1.5,23:59,4.6,63.0,43.0,14:24,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,17,2024-02-17,,,,,0.0,0.0,24:00,0.0,24:00,3.7,14.0,14:32,-3.8,06:34,5.5,71.0,39.0,14:35,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,18,2024-02-18,,,,,0.0,0.0,24:00,0.0,24:00,7.9,18.0,13:16,-0.8,05:58,7.4,72.0,39.0,15:03,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,19,2024-02-19,,,,,0.0,0.0,24:00,0.0,24:00,12.1,16.3,16:36,6.7,04:23,10.4,74.0,56.0,16:37,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,20,2024-02-20,,,,,0.0,0.0,24:00,0.0,24:00,9.9,15.3,02:19,4.9,24:00,10.1,83.0,63.0,15:03,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,21,2024-02-21,,,,,6.5,2.0,20:50,0.5,20:59,3.9,8.0,15:13,1.4,23:54,7.9,97.0,87.0,16:39,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,22,2024-02-22,,,,,4.5,1.0,11:39,0.5,14:29,1.2,5.2,14:25,-0.4,11:38,5.9,88.0,67.0,16:05,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,23,2024-02-23,,,,,0.0,0.0,24:00,0.0,24:00,0.6,2.9,15:56,-0.7,23:54,4.9,77.0,60.0,18:45,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,24,2024-02-24,,,,,0.0,0.0,24:00,0.0,24:00,1.4,7.0,14:45,-1.7,05:10,4.6,69.0,45.0,13:42,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,25,2024-02-25,,,,,10.5,2.5,12:03,1.0,11:13,0.3,2.4,14:42,-1.9,02:29,6.0,95.0,76.0,07:58,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,26,2024-02-26,,,,,0.0,0.0,24:00,0.0,24:00,2.0,4.7,13:50,-0.3,23:44,5.1,73.0,59.0,13:05,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,27,2024-02-27,,,,,0.5,0.5,10:00,0.5,09:10,0.5,4.6,14:09,-1.9,08:31,4.6,72.0,53.0,15:24,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
jma_0402_48,48,0402,2024,2,28,2024-02-28,,,,,0.0,0.0,24:00,0.0,24:00,1.9,7.6,14:35,-1.1,23:53,4.6,67.0,42.0,14:37,https://www.data.jma.go.jp/stats/etrn/view/daily_a1.php?block_no=0402&day=&month=02&prec_no=48&view=a1s&year=2024,D:\CQUPT\self_file\competition\gjsschool2026\B题\赛题主要文件夹\问题四\外部数据抓取\raw\weather_html\jma_0402_48_2024_02_d26cf8e540.html
