case_id,sample_type,delay_days,weather_scenario,target_decision,day,theta_static_mt,theta_dynamic_mt
REP-003-2,小号铁钉,30,normal,灰区/证据不足,3,1.0,0.821194
REP-003-2,小号铁钉,30,normal,灰区/证据不足,4,1.0,0.793089
REP-003-2,小号铁钉,30,normal,灰区/证据不足,5,1.0,0.791378
REP-003-2,小号铁钉,30,normal,灰区/证据不足,6,1.0,0.774898
REP-003-2,小号铁钉,30,normal,灰区/证据不足,7,1.0,0.717922
REP-003-2,小号铁钉,30,normal,灰区/证据不足,8,1.0,0.663901
REP-003-2,小号铁钉,30,normal,灰区/证据不足,9,1.0,0.612805
REP-003-2,小号铁钉,30,normal,灰区/证据不足,10,1.0,0.587454
REP-003-2,小号铁钉,30,normal,灰区/证据不足,11,1.0,0.551994
REP-003-2,小号铁钉,30,normal,灰区/证据不足,12,1.0,0.538676
REP-003-2,小号铁钉,30,normal,灰区/证据不足,13,1.0,0.506336
REP-003-2,小号铁钉,30,normal,灰区/证据不足,14,1.0,0.489185
REP-003-2,小号铁钉,30,normal,灰区/证据不足,15,1.0,0.459146
REP-003-2,小号铁钉,30,normal,灰区/证据不足,16,1.0,0.43533
REP-003-2,小号铁钉,30,normal,灰区/证据不足,17,1.0,0.400391
REP-003-2,小号铁钉,30,normal,灰区/证据不足,18,1.0,0.36695
REP-003-2,小号铁钉,30,normal,灰区/证据不足,19,1.0,0.348405
REP-003-2,小号铁钉,30,normal,灰区/证据不足,20,1.0,0.331565
REP-003-2,小号铁钉,30,normal,灰区/证据不足,21,1.0,0.310407
REP-003-2,小号铁钉,30,normal,灰区/证据不足,22,1.0,0.289862
REP-003-2,小号铁钉,30,normal,灰区/证据不足,23,1.0,0.264686
REP-003-2,小号铁钉,30,normal,灰区/证据不足,24,1.0,0.241793
REP-003-2,小号铁钉,30,normal,灰区/证据不足,25,1.0,0.220843
REP-003-2,小号铁钉,30,normal,灰区/证据不足,26,1.0,0.208619
REP-003-2,小号铁钉,30,normal,灰区/证据不足,27,1.0,0.190266
REP-003-2,小号铁钉,30,normal,灰区/证据不足,28,1.0,0.180447
REP-003-2,小号铁钉,30,normal,灰区/证据不足,29,1.0,0.170086
REP-003-2,小号铁钉,30,normal,灰区/证据不足,30,1.0,0.155134
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,1,1.0,0.900186
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,2,1.0,0.860097
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,3,1.0,0.821194
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,4,1.0,0.793089
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,5,1.0,0.791378
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,6,1.0,0.774898
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,7,1.0,0.717922
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,8,1.0,0.663901
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,9,1.0,0.612805
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,10,1.0,0.587454
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,11,1.0,0.551994
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,12,1.0,0.538676
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,13,1.0,0.506336
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,14,1.0,0.489185
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,15,1.0,0.459146
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,16,1.0,0.43533
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,17,1.0,0.400391
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,18,1.0,0.36695
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,19,1.0,0.348405
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,20,1.0,0.331565
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,21,1.0,0.310407
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,22,1.0,0.289862
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,23,1.0,0.264686
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,24,1.0,0.241793
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,25,1.0,0.220843
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,26,1.0,0.208619
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,27,1.0,0.190266
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,28,1.0,0.180447
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,29,1.0,0.170086
REP-003-3,小号铁钉,30,normal,不支持曾遭雷击,30,1.0,0.155134
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,1,1.0,0.916594
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,2,1.0,0.908396
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,3,1.0,0.905115
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,4,1.0,0.892987
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,5,1.0,0.828537
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,6,1.0,0.767744
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,7,1.0,0.732714
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,8,1.0,0.732714
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,9,1.0,0.679738
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,10,1.0,0.626965
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,11,1.0,0.609813
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,12,1.0,0.609813
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,13,1.0,0.609813
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,14,1.0,0.609813
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,15,1.0,0.609813
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,16,1.0,0.587673
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,17,1.0,0.542649
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,18,1.0,0.499861
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,19,1.0,0.477187
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,20,1.0,0.475365
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,21,1.0,0.438408
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,22,1.0,0.403346
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,23,1.0,0.370189
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,24,1.0,0.340279
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,25,1.0,0.31291
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,26,1.0,0.287695
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,27,1.0,0.264021
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,28,1.0,0.242118
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,29,1.0,0.23112
REP-004-1,小号铁钉,30,humid_hot,支持曾遭雷击,30,1.0,0.22046
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,1,1.0,0.916594
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,2,1.0,0.908396
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,3,1.0,0.905115
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,4,1.0,0.892987
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,5,1.0,0.828537
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,6,1.0,0.767744
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,7,1.0,0.732714
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,8,1.0,0.732714
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,9,1.0,0.679738
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,10,1.0,0.626965
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,11,1.0,0.609813
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,12,1.0,0.609813
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,13,1.0,0.609813
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,14,1.0,0.609813
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,15,1.0,0.609813
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,16,1.0,0.587673
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,17,1.0,0.542649
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,18,1.0,0.499861
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,19,1.0,0.477187
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,20,1.0,0.475365
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,21,1.0,0.438408
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,22,1.0,0.403346
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,23,1.0,0.370189
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,24,1.0,0.340279
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,25,1.0,0.31291
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,26,1.0,0.287695
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,27,1.0,0.264021
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,28,1.0,0.242118
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,29,1.0,0.23112
REP-004-2,小号铁钉,30,humid_hot,灰区/证据不足,30,1.0,0.22046
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,1,1.0,0.916594
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,2,1.0,0.908396
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,3,1.0,0.905115
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,4,1.0,0.892987
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,5,1.0,0.828537
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,6,1.0,0.767744
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,7,1.0,0.732714
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,8,1.0,0.732714
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,9,1.0,0.679738
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,10,1.0,0.626965
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,11,1.0,0.609813
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,12,1.0,0.609813
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,13,1.0,0.609813
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,14,1.0,0.609813
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,15,1.0,0.609813
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,16,1.0,0.587673
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,17,1.0,0.542649
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,18,1.0,0.499861
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,19,1.0,0.477187
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,20,1.0,0.475365
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,21,1.0,0.438408
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,22,1.0,0.403346
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,23,1.0,0.370189
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,24,1.0,0.340279
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,25,1.0,0.31291
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,26,1.0,0.287695
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,27,1.0,0.264021
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,28,1.0,0.242118
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,29,1.0,0.23112
REP-004-3,小号铁钉,30,humid_hot,不支持曾遭雷击,30,1.0,0.22046
REP-005-1,小号铁钉,60,normal,灰区/证据不足,1,1.0,0.906714
REP-005-1,小号铁钉,60,normal,灰区/证据不足,2,1.0,0.906714
REP-005-1,小号铁钉,60,normal,灰区/证据不足,3,1.0,0.871609
REP-005-1,小号铁钉,60,normal,灰区/证据不足,4,1.0,0.79258
REP-005-1,小号铁钉,60,normal,灰区/证据不足,5,1.0,0.730822
REP-005-1,小号铁钉,60,normal,灰区/证据不足,6,1.0,0.672245
REP-005-1,小号铁钉,60,normal,灰区/证据不足,7,1.0,0.636213
REP-005-1,小号铁钉,60,normal,灰区/证据不足,8,1.0,0.597892
REP-005-1,小号铁钉,60,normal,灰区/证据不足,9,1.0,0.563184
REP-005-1,小号铁钉,60,normal,灰区/证据不足,10,1.0,0.525762
REP-005-1,小号铁钉,60,normal,灰区/证据不足,11,1.0,0.483497
REP-005-1,小号铁钉,60,normal,灰区/证据不足,12,1.0,0.458607
REP-005-1,小号铁钉,60,normal,灰区/证据不足,13,1.0,0.43336
REP-005-1,小号铁钉,60,normal,灰区/证据不足,14,1.0,0.397651
REP-005-1,小号铁钉,60,normal,灰区/证据不足,15,1.0,0.364619
REP-005-1,小号铁钉,60,normal,灰区/证据不足,16,1.0,0.338905
REP-005-1,小号铁钉,60,normal,灰区/证据不足,17,1.0,0.320289
REP-005-1,小号铁钉,60,normal,灰区/证据不足,18,1.0,0.302475
REP-005-1,小号铁钉,60,normal,灰区/证据不足,19,1.0,0.288944
REP-005-1,小号铁钉,60,normal,灰区/证据不足,20,1.0,0.285184
REP-005-1,小号铁钉,60,normal,灰区/证据不足,21,1.0,0.276207
REP-005-1,小号铁钉,60,normal,灰区/证据不足,22,1.0,0.253114
REP-005-1,小号铁钉,60,normal,灰区/证据不足,23,1.0,0.231521
REP-005-1,小号铁钉,60,normal,灰区/证据不足,24,1.0,0.211377
REP-005-1,小号铁钉,60,normal,灰区/证据不足,25,1.0,0.200428
REP-005-1,小号铁钉,60,normal,灰区/证据不足,26,1.0,0.186281
REP-005-1,小号铁钉,60,normal,灰区/证据不足,27,1.0,0.179809
REP-005-1,小号铁钉,60,normal,灰区/证据不足,28,1.0,0.167175
REP-005-1,小号铁钉,60,normal,灰区/证据不足,29,1.0,0.159755
REP-005-1,小号铁钉,60,normal,灰区/证据不足,30,1.0,0.148313
REP-005-1,小号铁钉,60,normal,灰区/证据不足,31,1.0,0.13909
REP-005-1,小号铁钉,60,normal,灰区/证据不足,32,1.0,0.126535
REP-005-1,小号铁钉,60,normal,灰区/证据不足,33,1.0,0.114705
REP-005-1,小号铁钉,60,normal,灰区/证据不足,34,1.0,0.107723
REP-005-1,小号铁钉,60,normal,灰区/证据不足,35,1.0,0.101401
REP-005-1,小号铁钉,60,normal,灰区/证据不足,36,1.0,0.093897
REP-005-1,小号铁钉,60,normal,灰区/证据不足,37,1.0,0.086729
REP-005-1,小号铁钉,60,normal,灰区/证据不足,38,1.0,0.078334
REP-005-1,小号铁钉,60,normal,灰区/证据不足,39,1.0,0.07078
REP-005-1,小号铁钉,60,normal,灰区/证据不足,40,1.0,0.063944
REP-005-1,小号铁钉,60,normal,灰区/证据不足,41,1.0,0.059748
REP-005-1,小号铁钉,60,normal,灰区/证据不足,42,1.0,0.053898
REP-005-1,小号铁钉,60,normal,灰区/证据不足,43,1.0,0.050561
REP-005-1,小号铁钉,60,normal,灰区/证据不足,44,1.0,0.047139
REP-005-1,小号铁钉,60,normal,灰区/证据不足,45,1.0,0.042527
REP-005-1,小号铁钉,60,normal,灰区/证据不足,46,1.0,0.039378
REP-005-1,小号铁钉,60,normal,灰区/证据不足,47,1.0,0.037765
REP-005-1,小号铁钉,60,normal,灰区/证据不足,48,1.0,0.036414
REP-005-1,小号铁钉,60,normal,灰区/证据不足,49,1.0,0.034766
REP-005-1,小号铁钉,60,normal,灰区/证据不足,50,1.0,0.031216
REP-005-1,小号铁钉,60,normal,灰区/证据不足,51,1.0,0.027991
REP-005-1,小号铁钉,60,normal,灰区/证据不足,52,1.0,0.025852
REP-005-1,小号铁钉,60,normal,灰区/证据不足,53,1.0,0.025668
REP-005-1,小号铁钉,60,normal,灰区/证据不足,54,1.0,0.022459
REP-005-1,小号铁钉,60,normal,灰区/证据不足,55,1.0,0.020046
REP-005-1,小号铁钉,60,normal,灰区/证据不足,56,1.0,0.018868
REP-005-1,小号铁钉,60,normal,灰区/证据不足,57,1.0,0.01852
REP-005-1,小号铁钉,60,normal,灰区/证据不足,58,1.0,0.0184
REP-005-1,小号铁钉,60,normal,灰区/证据不足,59,1.0,0.017761
REP-005-1,小号铁钉,60,normal,灰区/证据不足,60,1.0,0.017237
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,1,1.0,0.900186
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,2,1.0,0.860097
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,3,1.0,0.821194
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,4,1.0,0.793089
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,5,1.0,0.791378
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,6,1.0,0.774898
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,7,1.0,0.717922
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,8,1.0,0.663901
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,9,1.0,0.612805
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,10,1.0,0.587454
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,11,1.0,0.551994
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,12,1.0,0.538676
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,13,1.0,0.506336
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,14,1.0,0.489185
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,15,1.0,0.459146
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,16,1.0,0.43533
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,17,1.0,0.400391
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,18,1.0,0.36695
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,19,1.0,0.348405
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,20,1.0,0.331565
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,21,1.0,0.310407
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,22,1.0,0.289862
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,23,1.0,0.264686
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,24,1.0,0.241793
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,25,1.0,0.220843
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,26,1.0,0.208619
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,27,1.0,0.190266
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,28,1.0,0.180447
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,29,1.0,0.170086
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,30,1.0,0.155134
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,31,1.0,0.145224
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,32,1.0,0.140811
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,33,1.0,0.137266
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,34,1.0,0.132495
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,35,1.0,0.120272
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,36,1.0,0.109035
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,37,1.0,0.101808
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,38,1.0,0.101808
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,39,1.0,0.090403
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,40,1.0,0.08158
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,41,1.0,0.077631
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,42,1.0,0.077036
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,43,1.0,0.077036
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,44,1.0,0.075515
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,45,1.0,0.074093
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,46,1.0,0.06706
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,47,1.0,0.060582
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,48,1.0,0.054597
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,49,1.0,0.050993
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,50,1.0,0.049699
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,51,1.0,0.044843
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,52,1.0,0.040364
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,53,1.0,0.036244
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,54,1.0,0.032594
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,55,1.0,0.029324
REP-006-1,小号铁钉,60,humid_hot,灰区/证据不足,56,1.0,0.026378
